instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
487,2011-01-22,1,8,False,6,1,-17.755555555555546,-17.760916666666674,0.44,0.3284,1.0,26.0,27.0
488,2011-01-22,1,9,False,6,1,-17.755555555555546,-17.760916666666674,0.41,0.2537,3.0,37.0,40.0
489,2011-01-22,1,10,False,6,2,-17.755555555555546,-17.74411111111111,0.41,0.1642,3.0,50.0,53.0
490,2011-01-22,1,11,False,6,2,-17.744444444444447,-17.735666666666663,0.38,0.1343,4.0,59.0,63.0
491,2011-01-22,1,12,False,6,2,-17.744444444444447,-17.718833333333333,0.38,0.1045,10.0,60.0,70.0
492,2011-01-22,1,13,False,6,1,-17.733333333333334,-17.685166666666667,0.35,0.0,12.0,72.0,84.0
493,2011-01-22,1,14,False,6,1,-17.72222222222222,-17.702,0.33,0.1045,11.0,64.0,75.0
494,2011-01-22,1,15,False,6,1,-17.711111111111112,-17.69361111111111,0.28,0.0,10.0,93.0,103.0
495,2011-01-22,1,16,False,6,1,-17.711111111111112,-17.702,0.28,0.194,11.0,72.0,83.0
496,2011-01-22,1,17,False,6,1,-17.711111111111112,-17.668333333333337,0.28,0.0,8.0,59.0,67.0
497,2011-01-22,1,18,False,6,1,-17.733333333333334,-17.72727777777778,0.35,0.194,0.0,54.0,54.0
498,2011-01-22,1,19,False,6,1,-17.733333333333334,-17.718833333333333,0.35,0.1343,6.0,53.0,59.0
499,2011-01-22,1,20,False,6,1,-17.744444444444447,-17.735666666666663,0.45,0.1642,1.0,44.0,45.0
500,2011-01-22,1,21,False,6,1,-17.744444444444447,-17.718833333333333,0.41,0.0896,0.0,39.0,39.0
501,2011-01-22,1,22,False,6,1,-17.744444444444447,-17.69361111111111,0.49,0.0,7.0,23.0,30.0
502,2011-01-22,1,23,False,6,1,-17.755555555555546,-17.735666666666663,0.57,0.1045,2.0,31.0,33.0
503,2011-01-23,1,0,False,0,1,-17.755555555555546,-17.735666666666663,0.57,0.1045,2.0,20.0,22.0
504,2011-01-23,1,1,False,0,1,-17.755555555555546,-17.735666666666663,0.57,0.1045,1.0,12.0,13.0
505,2011-01-23,1,2,False,0,1,-17.755555555555546,-17.74411111111111,0.62,0.1343,3.0,15.0,18.0
506,2011-01-23,1,3,False,0,1,-17.755555555555546,-17.74411111111111,0.62,0.1343,1.0,4.0,5.0
507,2011-01-23,1,5,False,0,2,-17.755555555555546,-17.735666666666663,0.57,0.1045,0.0,3.0,3.0
508,2011-01-23,1,6,False,0,2,-17.755555555555546,-17.735666666666663,0.57,0.1045,0.0,1.0,1.0
509,2011-01-23,1,7,False,0,1,-17.733333333333334,-17.718833333333333,0.58,0.1642,1.0,1.0,2.0
510,2011-01-23,1,8,False,0,1,-17.744444444444447,-17.735666666666663,0.62,0.1642,2.0,17.0,19.0
511,2011-01-23,1,9,False,0,1,-17.72222222222222,-17.735666666666663,0.54,0.3582,3.0,25.0,28.0
512,2011-01-23,1,10,False,0,1,-17.700000000000003,-17.718833333333333,0.46,0.3881,7.0,51.0,58.0
513,2011-01-23,1,11,False,0,1,-17.700000000000003,-17.702,0.43,0.2239,15.0,77.0,99.0
514,2011-01-23,1,12,False,0,1,-17.688888888888886,-17.710444444444445,0.37,0.4627,15.0,92.0,116.0
515,2011-01-23,1,13,False,0,1,-17.700000000000003,-17.718833333333333,0.33,0.3881,12.0,75.0,87.0
516,2011-01-23,1,14,False,0,1,-17.688888888888886,-17.702,0.28,0.3582,15.0,93.0,110.0
517,2011-01-23,1,15,False,0,1,-17.688888888888886,-17.702,0.28,0.3582,13.0,64.0,77.0
518,2011-01-23,1,16,False,0,1,-17.688888888888886,-17.702,0.26,0.3284,9.0,56.0,65.0
519,2011-01-23,1,17,False,0,1,-17.700000000000003,-17.718833333333333,0.26,0.3881,5.0,50.0,55.0
520,2011-01-23,1,18,False,0,1,-17.711111111111112,-17.710444444444445,0.3,0.2537,5.0,44.0,49.0
521,2011-01-23,1,19,False,0,1,-17.711111111111112,-17.710444444444445,0.3,0.2836,5.0,45.0,50.0
522,2011-01-23,1,20,False,0,1,-17.72222222222222,-17.718833333333333,0.36,0.2537,4.0,31.0,35.0
523,2011-01-23,1,21,False,0,1,-17.72222222222222,-17.718833333333333,0.36,0.194,5.0,20.0,25.0
524,2011-01-23,1,22,False,0,1,-17.733333333333334,-17.72727777777778,0.38,0.194,5.0,23.0,28.0
525,2011-01-23,1,23,False,0,1,-17.744444444444447,-17.74411111111111,0.41,0.2239,4.0,17.0,21.0
526,2011-01-24,1,0,False,1,1,-17.744444444444447,-17.74411111111111,0.41,0.194,0.0,7.0,7.0
527,2011-01-24,1,1,False,1,1,-17.755555555555546,-17.7525,0.45,0.194,0.0,1.0,1.0
528,2011-01-24,1,3,False,1,1,-17.755555555555546,-17.760916666666674,0.45,0.2537,0.0,1.0,1.0
529,2011-01-24,1,4,False,1,1,-17.755555555555546,-17.74411111111111,0.48,0.1343,0.0,1.0,1.0
530,2011-01-24,1,5,False,1,1,-17.755555555555546,-17.74411111111111,0.48,0.1343,0.0,5.0,5.0
531,2011-01-24,1,6,False,1,1,-17.755555555555546,-17.735666666666663,0.48,0.0896,0.0,15.0,15.0
532,2011-01-24,1,7,False,1,1,-17.755555555555546,-17.710444444444445,0.48,0.0,5.0,79.0,84.0
533,2011-01-24,1,8,False,1,1,-17.755555555555546,-17.702,0.49,0.0,6.0,162.5,177.0
534,2011-01-24,1,9,False,1,1,-17.744444444444447,-17.69361111111111,0.41,0.0,4.0,98.0,102.0
535,2011-01-24,1,10,False,1,1,-17.72222222222222,-17.702,0.42,0.0,6.0,34.0,40.0
536,2011-01-24,1,11,False,1,1,-17.72222222222222,-17.710444444444445,0.46,0.1343,3.0,43.0,46.0
537,2011-01-24,1,12,False,1,2,-17.711111111111112,-17.702,0.42,0.194,11.0,52.0,63.0
538,2011-01-24,1,13,False,1,2,-17.700000000000003,-17.702,0.43,0.2239,6.0,54.0,60.0
539,2011-01-24,1,14,False,1,2,-17.700000000000003,-17.702,0.46,0.2239,2.0,43.0,45.0
540,2011-01-24,1,15,False,1,1,-17.688888888888886,-17.685166666666667,0.4,0.1642,7.0,50.0,57.0
541,2011-01-24,1,16,False,1,1,-17.688888888888886,-17.69361111111111,0.47,0.2537,4.0,66.0,70.0
542,2011-01-24,1,17,False,1,1,-17.700000000000003,-17.710444444444445,0.5,0.2537,6.0,162.5,183.5
543,2011-01-24,1,18,False,1,1,-17.700000000000003,-17.702,0.59,0.194,8.0,145.0,153.0
544,2011-01-24,1,19,False,1,1,-17.700000000000003,-17.69361111111111,0.54,0.1642,5.0,101.0,106.0
545,2011-01-24,1,20,False,1,1,-17.700000000000003,-17.702,0.59,0.194,1.0,80.0,81.0
546,2011-01-24,1,21,False,1,1,-17.700000000000003,-17.69361111111111,0.63,0.1642,6.0,53.0,59.0
547,2011-01-24,1,22,False,1,2,-17.700000000000003,-17.702,0.63,0.2239,3.0,32.0,35.0
548,2011-01-24,1,23,False,1,2,-17.688888888888886,-17.69361111111111,0.64,0.2537,3.0,21.0,24.0
549,2011-01-25,1,0,False,2,2,-17.688888888888886,-17.702,0.69,0.2836,3.0,6.0,9.0
550,2011-01-25,1,1,False,2,2,-17.688888888888886,-17.685166666666667,0.69,0.1642,0.0,5.0,5.0
551,2011-01-25,1,2,False,2,1,-17.688888888888886,-17.69361111111111,0.69,0.2239,0.0,2.0,2.0
552,2011-01-25,1,4,False,2,1,-17.700000000000003,-17.685166666666667,0.74,0.1045,0.0,1.0,1.0
553,2011-01-25,1,5,False,2,1,-17.700000000000003,-17.702,0.74,0.2239,0.0,9.0,9.0
554,2011-01-25,1,6,False,2,1,-17.688888888888886,-17.67677777777778,0.74,0.1045,1.0,35.0,36.0
555,2011-01-25,1,7,False,2,1,-17.688888888888886,-17.69361111111111,0.74,0.2239,5.0,103.0,108.0
556,2011-01-25,1,8,False,2,2,-17.688888888888886,-17.67677777777778,0.74,0.1343,5.0,162.5,183.5
557,2011-01-25,1,9,False,2,2,-17.666666666666668,-17.6515,0.64,0.0896,10.0,134.0,144.0
558,2011-01-25,1,10,False,2,2,-17.655555555555555,-17.64311111111111,0.6,0.1045,6.0,49.0,55.0
559,2011-01-25,1,11,False,2,2,-17.644444444444446,-17.64311111111111,0.6,0.1343,6.0,55.0,61.0
560,2011-01-25,1,12,False,2,2,-17.633333333333333,-17.617833333333333,0.56,0.0896,15.0,85.0,106.0
561,2011-01-25,1,13,False,2,2,-17.633333333333333,-17.62627777777778,0.56,0.1343,15.0,72.0,93.0
562,2011-01-25,1,14,False,2,2,-17.61111111111111,-17.59261111111111,0.45,0.0,11.0,57.0,68.0
563,2011-01-25,1,15,False,2,2,-17.6,-17.584166666666665,0.42,0.0,15.0,63.0,84.0
564,2011-01-25,1,16,False,2,2,-17.6,-17.584166666666665,0.42,0.0,14.0,102.0,116.0
565,2011-01-25,1,17,False,2,1,-17.61111111111111,-17.59261111111111,0.45,0.0,14.0,162.5,183.5
566,2011-01-25,1,18,False,2,2,-17.61111111111111,-17.601,0.49,0.0896,7.0,162.5,183.5
567,2011-01-25,1,19,False,2,2,-17.633333333333333,-17.634666666666664,0.65,0.1642,13.0,133.0,146.0
568,2011-01-25,1,20,False,2,1,-17.644444444444446,-17.6515,0.65,0.194,15.0,103.0,119.0
569,2011-01-25,1,21,False,2,1,-17.644444444444446,-17.6515,0.65,0.194,5.0,40.0,45.0
570,2011-01-25,1,22,False,2,1,-17.655555555555555,-17.6515,0.64,0.1642,4.0,49.0,53.0
571,2011-01-25,1,23,False,2,2,-17.655555555555555,-17.6515,0.64,0.1642,3.0,37.0,40.0
572,2011-01-26,1,0,False,3,2,-17.655555555555555,-17.6515,0.69,0.1343,3.0,14.0,17.0
573,2011-01-26,1,1,False,3,2,-17.644444444444446,-17.64311111111111,0.65,0.1343,0.0,5.0,5.0
574,2011-01-26,1,2,False,3,3,-17.655555555555555,-17.6515,0.69,0.194,3.0,7.0,10.0
575,2011-01-26,1,5,False,3,3,-17.666666666666668,-17.67677777777778,0.86,0.2836,0.0,1.0,1.0
576,2011-01-26,1,6,False,3,3,-17.666666666666668,-17.67677777777778,0.86,0.2836,0.0,8.0,8.0
577,2011-01-26,1,7,False,3,3,-17.655555555555555,-17.659944444444445,0.87,0.2985,1.0,29.0,30.0
578,2011-01-26,1,8,False,3,3,-17.655555555555555,-17.659944444444445,0.87,0.2985,3.0,69.0,72.0
579,2011-01-26,1,9,False,3,3,-17.655555555555555,-17.659944444444445,0.87,0.2985,3.0,55.0,58.0
580,2011-01-26,1,10,False,3,3,-17.655555555555555,-17.659944444444445,0.93,0.2836,2.0,26.0,28.0
581,2011-01-26,1,11,False,3,3,-17.655555555555555,-17.668333333333337,0.93,0.3284,6.0,35.0,41.0
582,2011-01-26,1,12,False,3,3,-17.655555555555555,-17.668333333333337,0.93,0.3284,7.0,41.0,48.0
583,2011-01-26,1,13,False,3,3,-17.655555555555555,-17.668333333333337,0.93,0.3284,4.0,43.0,47.0
584,2011-01-26,1,14,False,3,3,-17.655555555555555,-17.668333333333337,0.93,0.3582,0.0,36.0,36.0
585,2011-01-26,1,15,False,3,3,-17.655555555555555,-17.67677777777778,0.93,0.4627,1.0,42.0,43.0
586,2011-01-26,1,16,False,3,4,-17.655555555555555,-17.668333333333337,0.93,0.3284,1.0,35.0,36.0
587,2011-01-26,1,17,False,3,3,-17.666666666666668,-17.67677777777778,0.93,0.3582,0.0,26.0,26.0
588,2011-01-27,1,16,False,4,1,-17.655555555555555,-17.6515,0.55,0.194,1.0,23.0,24.0
589,2011-01-27,1,17,False,4,1,-17.655555555555555,-17.64311111111111,0.55,0.1045,2.0,82.0,84.0
590,2011-01-27,1,18,False,4,1,-17.666666666666668,-17.6515,0.69,0.0896,3.0,101.0,104.0
591,2011-01-27,1,19,False,4,1,-17.666666666666668,-17.6515,0.69,0.0896,3.0,76.0,79.0
592,2011-01-27,1,20,False,4,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,4.0,55.0,59.0
593,2011-01-27,1,21,False,4,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,2.0,36.0,38.0
594,2011-01-27,1,22,False,4,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,0.0,27.0,27.0
595,2011-01-27,1,23,False,4,1,-17.677777777777777,-17.668333333333337,0.8,0.1642,0.0,16.0,16.0
596,2011-01-28,1,0,False,5,2,-17.666666666666668,-17.659944444444445,0.75,0.1343,0.0,9.0,9.0
597,2011-01-28,1,1,False,5,2,-17.666666666666668,-17.659944444444445,0.75,0.1343,1.0,2.0,3.0
598,2011-01-28,1,2,False,5,2,-17.666666666666668,-17.659944444444445,0.75,0.1642,0.0,2.0,2.0
599,2011-01-28,1,3,False,5,2,-17.666666666666668,-17.6515,0.75,0.1045,1.0,0.0,1.0
600,2011-01-28,1,5,False,5,2,-17.677777777777777,-17.659944444444445,0.8,0.1045,0.0,4.0,4.0
601,2011-01-28,1,6,False,5,2,-17.677777777777777,-17.668333333333337,0.8,0.1343,0.0,16.0,16.0
602,2011-01-28,1,7,False,5,2,-17.688888888888886,-17.668333333333337,0.86,0.0896,2.0,58.0,60.0
603,2011-01-28,1,8,False,5,2,-17.688888888888886,-17.668333333333337,0.86,0.0896,2.0,155.0,157.0
604,2011-01-28,1,9,False,5,3,-17.677777777777777,-17.659944444444445,0.86,0.0896,6.0,95.0,101.0
605,2011-01-28,1,10,False,5,3,-17.677777777777777,-17.659944444444445,0.86,0.1045,0.0,49.0,49.0
606,2011-01-28,1,11,False,5,3,-17.677777777777777,-17.659944444444445,0.93,0.1045,0.0,30.0,30.0
607,2011-01-28,1,12,False,5,3,-17.677777777777777,-17.659944444444445,0.93,0.1045,1.0,28.0,29.0
608,2011-01-28,1,13,False,5,3,-17.677777777777777,-17.659944444444445,0.93,0.1045,0.0,31.0,31.0
609,2011-01-28,1,14,False,5,3,-17.655555555555555,-17.62627777777778,0.8,0.0,2.0,36.0,38.0
610,2011-01-28,1,15,False,5,2,-17.666666666666668,-17.634666666666664,0.86,0.0,1.0,40.0,41.0
620,2011-01-29,1,1,False,6,1,-17.655555555555555,-17.6515,0.64,0.194,0.0,20.0,20.0
621,2011-01-29,1,2,False,6,1,-17.655555555555555,-17.6515,0.64,0.1642,0.0,15.0,15.0
622,2011-01-29,1,3,False,6,1,-17.666666666666668,-17.659944444444445,0.64,0.1343,3.0,5.0,8.0
623,2011-01-29,1,4,False,6,1,-17.688888888888886,-17.67677777777778,0.69,0.1045,1.0,2.0,3.0
624,2011-01-29,1,6,False,6,1,-17.688888888888886,-17.67677777777778,0.64,0.1343,0.0,2.0,2.0
625,2011-01-29,1,7,False,6,1,-17.688888888888886,-17.67677777777778,0.59,0.1045,1.0,4.0,5.0
626,2011-01-29,1,8,False,6,1,-17.677777777777777,-17.668333333333337,0.55,0.1642,3.0,31.0,34.0
627,2011-01-29,1,9,False,6,1,-17.677777777777777,-17.659944444444445,0.59,0.0896,0.0,34.0,34.0
628,2011-01-29,1,10,False,6,2,-17.677777777777777,-17.659944444444445,0.64,0.1045,4.0,51.0,55.0
629,2011-01-29,1,11,False,6,2,-17.677777777777777,-17.668333333333337,0.64,0.1343,4.0,60.0,64.0
630,2011-01-29,1,12,False,6,2,-17.666666666666668,-17.668333333333337,0.59,0.194,12.0,66.0,78.0
631,2011-01-29,1,13,False,6,2,-17.655555555555555,-17.6515,0.55,0.1642,9.0,56.0,65.0
632,2011-01-29,1,14,False,6,2,-17.655555555555555,-17.6515,0.6,0.1343,10.0,89.0,99.0
633,2011-01-29,1,15,False,6,1,-17.655555555555555,-17.659944444444445,0.69,0.2537,15.0,98.0,120.0
634,2011-01-29,1,16,False,6,1,-17.644444444444446,-17.64311111111111,0.6,0.1642,15.0,88.0,107.0
635,2011-01-29,1,17,False,6,1,-17.644444444444446,-17.617833333333333,0.6,0.0,9.0,82.0,91.0
636,2011-01-29,1,18,False,6,1,-17.655555555555555,-17.6515,0.69,0.1343,9.0,59.0,68.0
637,2011-01-29,1,19,False,6,2,-17.655555555555555,-17.659944444444445,0.69,0.2537,6.0,52.0,58.0
638,2011-01-29,1,20,False,6,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,1.0,42.0,43.0
639,2011-01-29,1,21,False,6,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,1.0,35.0,36.0
640,2011-01-29,1,22,False,6,1,-17.688888888888886,-17.668333333333337,0.8,0.0896,4.0,28.0,32.0
641,2011-01-29,1,23,False,6,1,-17.688888888888886,-17.668333333333337,0.8,0.0896,3.0,30.0,33.0
642,2011-01-30,1,0,False,0,1,-17.688888888888886,-17.67677777777778,0.8,0.1045,0.0,33.0,33.0
643,2011-01-30,1,1,False,0,1,-17.700000000000003,-17.659944444444445,0.8,0.0,7.0,22.0,29.0
644,2011-01-30,1,2,False,0,1,-17.688888888888886,-17.6515,0.8,0.0,1.0,10.0,11.0
645,2011-01-30,1,3,False,0,1,-17.700000000000003,-17.659944444444445,0.93,0.0,1.0,7.0,8.0
646,2011-01-30,1,4,False,0,1,-17.700000000000003,-17.659944444444445,0.93,0.0,0.0,1.0,1.0
647,2011-01-30,1,5,False,0,1,-17.700000000000003,-17.659944444444445,0.86,0.0,0.0,3.0,3.0
648,2011-01-30,1,7,False,0,1,-17.700000000000003,-17.659944444444445,0.86,0.0,0.0,3.0,3.0
649,2011-01-30,1,8,False,0,2,-17.700000000000003,-17.659944444444445,0.86,0.0,1.0,11.0,12.0
650,2011-01-30,1,9,False,0,2,-17.688888888888886,-17.6515,0.8,0.0,4.0,34.0,38.0
651,2011-01-30,1,10,False,0,2,-17.677777777777777,-17.64311111111111,0.8,0.0,7.0,57.0,64.0
652,2011-01-30,1,11,False,0,1,-17.655555555555555,-17.62627777777778,0.75,0.0,9.0,50.0,59.0
653,2011-01-30,1,12,False,0,1,-17.61111111111111,-17.601,0.52,0.1045,10.0,87.0,97.0
654,2011-01-30,1,13,False,0,1,-17.62222222222222,-17.617833333333333,0.61,0.1045,13.0,71.0,84.0
655,2011-01-30,1,14,False,0,1,-17.62222222222222,-17.609444444444442,0.61,0.0896,15.0,104.0,122.0
656,2011-01-30,1,15,False,0,1,-17.61111111111111,-17.59261111111111,0.56,0.0,14.0,95.0,109.0
657,2011-01-30,1,16,False,0,1,-17.61111111111111,-17.59261111111111,0.56,0.0,15.0,104.0,123.0
658,2011-01-30,1,17,False,0,1,-17.61111111111111,-17.617833333333333,0.56,0.194,6.0,71.0,77.0
659,2011-01-30,1,18,False,0,1,-17.633333333333333,-17.634666666666664,0.65,0.1642,8.0,57.0,65.0
660,2011-01-30,1,19,False,0,1,-17.633333333333333,-17.634666666666664,0.65,0.194,9.0,46.0,55.0
661,2011-01-30,1,20,False,0,2,-17.633333333333333,-17.62627777777778,0.65,0.1045,3.0,30.0,33.0
662,2011-01-30,1,21,False,0,2,-17.644444444444446,-17.64311111111111,0.7,0.1642,3.0,25.0,28.0
663,2011-01-30,1,22,False,0,2,-17.644444444444446,-17.6515,0.7,0.194,2.0,19.0,21.0
664,2011-01-30,1,23,False,0,2,-17.644444444444446,-17.659944444444445,0.65,0.2836,5.0,16.0,21.0
665,2011-01-31,1,0,False,1,2,-17.644444444444446,-17.6515,0.65,0.2239,1.0,6.0,7.0
666,2011-01-31,1,1,False,1,1,-17.655555555555555,-17.659944444444445,0.64,0.2537,2.0,5.0,7.0
667,2011-01-31,1,2,False,1,1,-17.655555555555555,-17.6515,0.64,0.194,0.0,1.0,1.0
668,2011-01-31,1,3,False,1,1,-17.655555555555555,-17.6515,0.64,0.194,0.0,2.0,2.0
669,2011-01-31,1,4,False,1,1,-17.666666666666668,-17.668333333333337,0.59,0.2239,0.0,2.0,2.0
670,2011-01-31,1,5,False,1,1,-17.677777777777777,-17.685166666666667,0.64,0.2836,0.0,8.0,8.0
671,2011-01-31,1,6,False,1,1,-17.688888888888886,-17.702,0.69,0.3284,0.0,37.0,37.0
672,2011-01-31,1,7,False,1,2,-17.688888888888886,-17.702,0.64,0.2836,1.0,71.0,72.0
673,2011-01-31,1,8,False,1,2,-17.688888888888886,-17.702,0.59,0.2836,3.0,162.5,183.5
674,2011-01-31,1,9,False,1,2,-17.688888888888886,-17.702,0.59,0.2985,0.0,112.0,112.0
675,2011-01-31,1,10,False,1,2,-17.688888888888886,-17.69361111111111,0.59,0.194,1.0,68.0,69.0
676,2011-01-31,1,11,False,1,2,-17.688888888888886,-17.69361111111111,0.59,0.194,2.0,46.0,48.0
677,2011-01-31,1,12,False,1,2,-17.677777777777777,-17.659944444444445,0.55,0.1045,6.0,62.0,68.0
678,2011-01-31,1,13,False,1,2,-17.688888888888886,-17.6515,0.59,0.0,2.0,52.0,54.0
679,2011-01-31,1,14,False,1,2,-17.677777777777777,-17.668333333333337,0.55,0.1343,1.0,85.0,86.0
680,2011-01-31,1,15,False,1,2,-17.688888888888886,-17.67677777777778,0.59,0.1343,3.0,41.0,44.0
681,2011-01-31,1,16,False,1,2,-17.688888888888886,-17.67677777777778,0.56,0.194,3.0,83.0,86.0
682,2011-01-31,1,17,False,1,2,-17.688888888888886,-17.69361111111111,0.59,0.194,6.0,155.0,161.0
683,2011-01-31,1,18,False,1,2,-17.688888888888886,-17.69361111111111,0.55,0.2239,3.0,153.0,156.0
684,2011-01-31,1,19,False,1,1,-17.61111111111111,-17.601,0.61,0.1045,3.0,108.0,111.0
685,2011-01-31,1,20,False,1,3,-17.688888888888886,-17.685166666666667,0.59,0.1642,0.0,78.0,78.0
686,2011-01-31,1,21,False,1,3,-17.688888888888886,-17.668333333333337,0.59,0.0896,3.0,53.0,56.0
687,2011-01-31,1,22,False,1,2,-17.688888888888886,-17.67677777777778,0.59,0.1045,0.0,34.0,34.0
688,2011-01-31,1,23,False,1,2,-17.688888888888886,-17.668333333333337,0.64,0.0896,2.0,15.0,17.0
689,2011-02-01,1,0,False,2,2,-17.688888888888886,-17.67677777777778,0.64,0.1045,2.0,6.0,8.0
690,2011-02-01,1,1,False,2,2,-17.688888888888886,-17.67677777777778,0.69,0.1045,0.0,3.0,3.0
691,2011-02-01,1,2,False,2,2,-17.688888888888886,-17.6515,0.69,0.0,0.0,2.0,2.0
692,2011-02-01,1,3,False,2,2,-17.688888888888886,-17.6515,0.69,0.0,0.0,2.0,2.0
693,2011-02-01,1,5,False,2,3,-17.700000000000003,-17.659944444444445,0.93,0.0,0.0,3.0,3.0
694,2011-02-01,1,6,False,2,3,-17.700000000000003,-17.659944444444445,0.93,0.0,0.0,22.0,22.0
695,2011-02-01,1,7,False,2,3,-17.688888888888886,-17.6515,0.93,0.0,0.0,52.0,52.0
696,2011-02-01,1,8,False,2,3,-17.688888888888886,-17.6515,0.93,0.0,3.0,132.0,135.0
697,2011-02-01,1,9,False,2,2,-17.688888888888886,-17.6515,0.93,0.0,2.0,114.0,116.0
698,2011-02-01,1,10,False,2,2,-17.688888888888886,-17.6515,0.93,0.0,0.0,47.0,47.0
699,2011-02-01,1,11,False,2,2,-17.677777777777777,-17.64311111111111,0.86,0.0,2.0,49.0,51.0
700,2011-02-01,1,12,False,2,2,-17.666666666666668,-17.634666666666664,0.86,0.0,2.0,53.0,55.0
701,2011-02-01,1,13,False,2,2,-17.666666666666668,-17.634666666666664,0.86,0.0,3.0,49.0,52.0
702,2011-02-01,1,14,False,2,2,-17.655555555555555,-17.634666666666664,0.8,0.0896,5.0,49.0,54.0
703,2011-02-01,1,15,False,2,2,-17.644444444444446,-17.617833333333333,0.75,0.0,7.0,45.0,52.0
704,2011-02-01,1,16,False,2,2,-17.644444444444446,-17.64311111111111,0.75,0.1343,3.0,61.0,64.0
705,2011-02-01,1,17,False,2,2,-17.644444444444446,-17.617833333333333,0.75,0.0,4.0,162.5,176.0
706,2011-02-01,1,18,False,2,2,-17.644444444444446,-17.634666666666664,0.81,0.1045,3.0,162.5,168.0
707,2011-02-01,1,19,False,2,2,-17.644444444444446,-17.64311111111111,0.81,0.1343,3.0,105.0,108.0
708,2011-02-01,1,20,False,2,2,-17.655555555555555,-17.6515,0.87,0.1343,5.0,69.0,74.0
709,2011-02-01,1,21,False,2,2,-17.655555555555555,-17.6515,0.87,0.1343,0.0,64.0,64.0
710,2011-02-01,1,22,False,2,2,-17.655555555555555,-17.634666666666664,0.87,0.0896,2.0,34.0,36.0
711,2011-02-01,1,23,False,2,3,-17.666666666666668,-17.668333333333337,0.93,0.194,1.0,15.0,16.0
712,2011-02-02,1,0,False,3,3,-17.655555555555555,-17.64311111111111,0.93,0.1045,0.0,2.0,2.0
713,2011-02-02,1,1,False,3,3,-17.655555555555555,-17.6515,0.93,0.194,0.0,3.0,3.0
714,2011-02-02,1,2,False,3,3,-17.655555555555555,-17.6515,0.93,0.1343,4.0,0.0,4.0
715,2011-02-02,1,3,False,3,3,-17.655555555555555,-17.6515,0.93,0.1343,0.0,1.0,1.0
716,2011-02-02,1,4,False,3,3,-17.655555555555555,-17.659944444444445,0.93,0.2836,0.0,1.0,1.0
717,2011-02-02,1,5,False,3,3,-17.655555555555555,-17.64311111111111,0.93,0.1045,0.0,3.0,3.0
718,2011-02-02,1,6,False,3,3,-17.655555555555555,-17.64311111111111,0.93,0.1045,1.0,17.0,18.0
719,2011-02-02,1,7,False,3,3,-17.655555555555555,-17.659944444444445,0.93,0.2239,1.0,48.0,49.0
720,2011-02-02,1,8,False,3,3,-17.655555555555555,-17.659944444444445,0.93,0.2239,1.0,154.0,155.0
721,2011-02-02,1,9,False,3,2,-17.644444444444446,-17.634666666666664,0.93,0.0896,4.0,119.0,123.0
722,2011-02-02,1,10,False,3,2,-17.655555555555555,-17.62627777777778,1.0,0.0,2.0,59.0,61.0
723,2011-02-02,1,11,False,3,2,-17.644444444444446,-17.6515,0.93,0.194,5.0,47.0,52.0
724,2011-02-02,1,12,False,3,2,-17.644444444444446,-17.6515,0.93,0.2239,3.0,61.0,64.0
725,2011-02-02,1,13,False,3,1,-17.58888888888889,-17.59261111111111,0.93,0.1642,1.0,74.0,75.0
726,2011-02-02,1,14,False,3,1,-17.577777777777783,-17.558944444444446,0.82,0.3881,2.0,61.0,63.0
727,2011-02-02,1,15,False,3,1,-17.577777777777783,-17.558944444444446,0.76,0.3284,10.0,66.0,76.0
728,2011-02-02,1,16,False,3,1,-17.577777777777783,-17.59261111111111,0.71,0.2985,8.0,95.0,103.0
729,2011-02-02,1,17,False,3,1,-17.577777777777783,-17.601,0.53,0.5224,7.0,162.5,183.5
730,2011-02-02,1,18,False,3,1,-17.58888888888889,-17.617833333333333,0.42,0.5522,7.0,162.5,182.0
731,2011-02-02,1,19,False,3,1,-17.62222222222222,-17.64311111111111,0.45,0.4925,3.0,88.0,91.0
732,2011-02-02,1,20,False,3,1,-17.644444444444446,-17.668333333333337,0.48,0.5522,4.0,71.0,75.0
733,2011-02-02,1,21,False,3,1,-17.655555555555555,-17.668333333333337,0.47,0.3284,1.0,62.0,63.0
734,2011-02-02,1,22,False,3,1,-17.655555555555555,-17.659944444444445,0.44,0.2537,5.0,35.0,40.0
735,2011-02-02,1,23,False,3,1,-17.666666666666668,-17.685166666666667,0.44,0.4478,3.0,29.0,32.0
736,2011-02-03,1,0,False,4,1,-17.666666666666668,-17.685166666666667,0.4,0.4478,1.0,11.0,12.0
737,2011-02-03,1,1,False,4,1,-17.666666666666668,-17.69361111111111,0.44,0.5224,0.0,5.0,5.0
738,2011-02-03,1,2,False,4,1,-17.677777777777777,-17.685166666666667,0.43,0.2537,0.0,2.0,2.0
739,2011-02-03,1,3,False,4,1,-17.677777777777777,-17.685166666666667,0.43,0.2537,0.0,1.0,1.0
740,2011-02-03,1,5,False,4,1,-17.688888888888886,-17.702,0.5,0.2985,0.0,2.0,2.0
